Código	Nombre Prueba	"Tiempo de Entrega(Días hábiles)"	"Precio (Sin I.V.A.)"	Precio (Con I.V.A.)
3129	Perfil de Estrógenos	3	$564.66 	$655.00 
3131	Ac. Anti-Leche de Vaca IgG	13	"$1,226.72 "	"$1,423.00 "
3131	"Leche de Vaca IgG, Anticuerpos"	13	"$1,226.72 "	"$1,423.00 "
3132	CD4 y CD8	4	"$1,150.00 "	"$1,334.00 "
3132	Linfocitos CD4 y CD8	4	"$1,150.00 "	"$1,334.00 "
3135	Perfil de Marcadores Tumorales de Testículo	0	$300.00 	$348.00 
3136	Análisis Microbiológico de Alimentos Completo	8	"$2,312.07 "	"$2,682.00 "
3136	Cultivo de Alimentos Completo	8	"$2,312.07 "	"$2,682.00 "
3151	CD-5	Favor de comunicarse para solicitar información.		
3151	Linfocitos CD-5	Favor de comunicarse para solicitar información.		
3152	CD-10	Favor de comunicarse para solicitar información.		
3152	Linfocitos CD-10	Favor de comunicarse para solicitar información.		
3154	HGC (Hormona Gonadotropina Coriónica) Total	2	$175.00 	$203.00 
3154	Hormona Gonadotropina Coriónica (HGC) Total	2	$175.00 	$203.00 
3157	Ac. Anti-Mycobacterium tuberculosis IgG 	5	$539.66 	$626.00 
3157	"Mycobacterium tuberculosis IgG, Anticuerpos"	5	$539.66 	$626.00 
3158	Ac. Anti-Mycobacterium tuberculosis IgM	2	$648.28 	$752.00 
3158	"Mycobacterium tuberculosis IgM, Anticuerpos"	2	$648.28 	$752.00 
3162	Ac. Anti-Coxiella burnetti IgG e IgM (Fiebre Q)	13	"$2,800.00 "	"$3,248.00 "
3162	Fiebre Q (Ac. Anti-Coxiella burnetti IgG e IgM)	13	"$2,800.00 "	"$3,248.00 "
3163	"Curva de Insulina de 2 horas (Basal, 30, 60 y 120 minutos)"	0	$431.03 	$500.00 
3164	CD-3	2	"$1,319.83 "	"$1,531.00 "
3164	Linfocitos CD-3	2	"$1,319.83 "	"$1,531.00 "
3165	CD-13	Favor de comunicarse para solicitar información.		
3165	Linfocitos CD-13	Favor de comunicarse para solicitar información.		
3166	CD-14	Favor de comunicarse para solicitar información.		
3166	Linfocitos CD-14	Favor de comunicarse para solicitar información.		
3168	CD-33	Favor de comunicarse para solicitar información.		
3168	Linfocitos CD-33	Favor de comunicarse para solicitar información.		
3173	Detección de Neisseria gonorrhoeae por PCR Cualitativa	5	$790.52 	$917.00 
3173	Neisseria gonorrhoeae por PCR Cualitativa	5	$790.52 	$917.00 
3173	PCR Cualitativa para Neisseria gonorrhoeae	5	$790.52 	$917.00 
3178	Ac. Anti-Mitocondriales por Inmunofluorescencia	4	$328.45 	$381.00 
3178	"Mitocondriales por Inmunofluorescencia, Anticuerpos"	4	$328.45 	$381.00 
3179	"Perfil de drogas de abuso V (ANF, CAN, COC, BNZ, MOR, BAR, ALCOHOL) en Orina"	0	$630.17 	$731.00 
3180	"Perfil de drogas de abuso VI (CAN, COC) en Orina"	0	$210.34 	$244.00 
3192	CD-79	Favor de comunicarse para solicitar información.		
3192	Linfocitos CD-79	Favor de comunicarse para solicitar información.		
3213	Ac. Anti-Borrellia burgdorferi (Lyme) IgG	7	$286.21 	$332.00 
3213	Ac. Anti-Lyme (Borrellia burgdorferi) IgG	7	$286.21 	$332.00 
3215	Perfil de drogas de abuso VII (ANF+CAN+COC+BNZ+BAR) en orina	0	$425.00 	$493.00 
3216	Cultivo de Sangre Anaerobio	8	$501.72 	$582.00 
3216	Hemocultivo Anaerobio	8	$501.72 	$582.00 
3218	"CD3, CD4, CD8 y CD45"	2	"$1,150.00 "	"$1,334.00 "
3218	"Linfocitos CD3, CD4, CD8 y CD45 "	2	"$1,150.00 "	"$1,334.00 "
3220	Metiltetrahidrofolatoreductasa MTHFR (Mutación 677-C)	6	"$2,239.66 "	"$2,598.00 "
3220	MTHFR Mutación 677-C	6	"$2,239.66 "	"$2,598.00 "
3220	Mutación MTHFR 677-C	6	"$2,239.66 "	"$2,598.00 "
3222	Cuenta de ADDIS en Orina de 24 horas	3	$104.31 	$121.00 
3229	Cultivo de Exudado Nasal (dos narinas)	5	$536.21 	$622.00 
3229	"Exudado Nasal (dos narinas), Cultivo de"	5	$536.21 	$622.00 
3237	Niquel (Heparina)	Favor de comunicarse para solicitar información.		
3239	Citoquímico de Líquido Pleural	3	$214.66 	$249.00 
3241	Antígeno HE4 (Proteína 4 del Epidídimo Humano)	10	"$2,977.59 "	"$3,454.00 "
3241	"HE4 (Proteína 4 del Epidídimo Humano), Antígeno"	10	"$2,977.59 "	"$3,454.00 "
3241	Proteína 4 del Epidídimo Humano (Ag. HE4)	10	"$2,977.59 "	"$3,454.00 "
3250	Ácido Metilmalonico	Favor de comunicarse para solicitar información.		
3259	Ac. Anti-PM (PM-1)	Favor de comunicarse para solicitar información.		
3259	Ac. Anti-Polimiositis (PM-1)	Favor de comunicarse para solicitar información.		
3259	"PM-1, Anticuerpos"	Favor de comunicarse para solicitar información.		
3262	Acetona	4	$261.21 	$303.00 
3263	Ácido Fenilmercaptúrico (Benceno) en Orina	15	"$1,181.03 "	"$1,370.00 "
3263	Benceno (Ácido Fenilmercaptúrico) en Orina	15	"$1,181.03 "	"$1,370.00 "
3267	Factor Von Willebrand (Funcional)	10	$744.83 	$864.00 
3267	Von Willebrand (Funcional)	10	$744.83 	$864.00 
3268	Citología (Papanicolaou) de Líquido Ascítico	5	$295.69 	$343.00 
3268	Papanicolaou de Líquido Ascítico	5	$295.69 	$343.00 
3269	Citología (Papanicolaou) de Líquido Pleural	5	$295.69 	$343.00 
3269	Papanicolaou de Líquido Pleural	5	$295.69 	$343.00 
3271	Citología (Papanicolaou) de Orina	5	$295.69 	$343.00 
3271	Papanicolaou de Orina	5	$295.69 	$343.00 
3274	Citología (Papanicolaou) de Secreción Mamaria	5	$295.69 	$343.00 
3274	Papanicolaou de Secreción Mamaria	5	$295.69 	$343.00 
3275	Citología (Papanicolaou) de Esputo	Favor de comunicarse para solicitar información.		
3275	Papanicolaou de Esputo	Favor de comunicarse para solicitar información.		
3276	Citología (Papanicolaou) de Líquido Cefalorraquídeo (LCR)	Favor de comunicarse para solicitar información.		
3276	Papanicolaou de Líquido Cefalorraquídeo (LCR)	Favor de comunicarse para solicitar información.		
3279	Cortisol Matutino y Vespertino	0	$212.93 	$247.00 
3280	Cultivo de Exudado Conjuntival	5	$198.28 	$230.00 
3280	"Exudado Conjuntival, Cultivo de"	5	$198.28 	$230.00 
3286	"Hepatitis A y C, Perfil de Marcadores"	0	$727.59 	$844.00 
3286	Perfil de Marcadores de Hepatitis A y C 	0	$727.59 	$844.00 
3297	"Cáncer de Colon: K-RAS, Detección de"	16	"$19,708.62 "	"$22,862.00 "
3297	"Detección del gen K-RAS (cáncer de colon, recto y apéndice)"	16	"$19,708.62 "	"$22,862.00 "
3297	"K-RAS (cáncer de colon, recto y apéndice), Detección de"	16	"$19,708.62 "	"$22,862.00 "
3300	BCR-ABL (translocación 9;22) por PCR Cualitativa	8	"$2,206.03 "	"$2,559.00 "
3300	Detección de BCR-ABL (translocación 9;22) por PCR (Leucemias)	8	"$2,206.03 "	"$2,559.00 "
3300	"Leucemias: t(9;22) de BCR-ABL, Detección de"	8	"$2,206.03 "	"$2,559.00 "
3300	PCR Cualitativa para BCR-ABL (translocación 9;22) (Leucemias)	8	"$2,206.03 "	"$2,559.00 "
3300	Translocación 9;22 de BCR-ABL por PCR Cualitativa	8	"$2,206.03 "	"$2,559.00 "
3302	JAK2 (Policitemia Vera)	7	"$3,299.14 "	"$3,827.00 "
3302	Mutación del gen JAK2 por PCR Cualitativa	7	"$3,299.14 "	"$3,827.00 "
3302	PCR Cualitativa para JAK2	7	"$3,299.14 "	"$3,827.00 "
3302	Policitemia Vera: JAK2	7	"$3,299.14 "	"$3,827.00 "
3305	Lipoproteína A	4	"$1,219.83 "	"$1,415.00 "
3310	CD-2	Favor de comunicarse para solicitar información.		
3310	Linfocitos CD-2	Favor de comunicarse para solicitar información.		
3311	CD-7	Favor de comunicarse para solicitar información.		
3311	Linfocitos CD-7	Favor de comunicarse para solicitar información.		
3316	CD-19	2	"$1,200.00 "	"$1,392.00 "
3316	Linfocitos CD-19	2	"$1,200.00 "	"$1,392.00 "
3317	CD-20	3	$444.83 	$516.00 
3317	Linfocitos CD-20	3	$444.83 	$516.00 
3319	CD-22	Favor de comunicarse para solicitar información.		
3319	Linfocitos CD-22	Favor de comunicarse para solicitar información.		
3320	CD-23	Favor de comunicarse para solicitar información.		
3320	Linfocitos CD-23	Favor de comunicarse para solicitar información.		
3321	CD-25	4	"$1,352.59 "	"$1,569.00 "
3321	Linfocitos CD-25	4	"$1,352.59 "	"$1,569.00 "
3322	CD-34	9	$875.00 	"$1,015.00 "
3322	Linfocitos CD-34	9	$875.00 	"$1,015.00 "
3323	CD-38	Favor de comunicarse para solicitar información.		
3323	Linfocitos CD-38	Favor de comunicarse para solicitar información.		
3324	CD-41 A	Favor de comunicarse para solicitar información.		
3324	Linfocitos CD-41 A	Favor de comunicarse para solicitar información.		
3325	CD-42 A	Favor de comunicarse para solicitar información.		
3325	Linfocitos CD-42 A	Favor de comunicarse para solicitar información.		
3326	CD-45	Favor de comunicarse para solicitar información.		
3326	Linfocitos CD-45	Favor de comunicarse para solicitar información.		
3327	CD-56	4	"$1,200.00 "	"$1,392.00 "
3327	Linfocitos CD-56	4	"$1,200.00 "	"$1,392.00 "
3329	CD-61	Favor de comunicarse para solicitar información.		
3329	Linfocitos CD-61	Favor de comunicarse para solicitar información.		
3417	Coliformes Totales	Favor de comunicarse para solicitar información.		
3424	Vibrio cholerae (Microbiología Sanitaria)	12	$739.66 	$858.00 
3434	Análisis Fisicoquímico de agua potable: Cloro residual libre	22	$285.34 	$331.00 
3476	Perfil Cardiovascular	4	"$1,663.79 "	"$1,930.00 "
3477	Fibromax	6	"$6,732.76 "	"$7,810.00 "
3479	Enfermedades de Transmisión Sexual por PCR	9	"$2,114.66 "	"$2,453.00 "
3484	Perfil Paratiroideo	4	$640.52 	$743.00 
3485	Cariotipo de Alta Resolución (Heparina)	35	"$6,186.21 "	"$7,176.00 "
3521	Inmunofijación de Proteínas en Orina	7	"$1,271.55 "	"$1,475.00 "
3527	Ac. Anti-Toxoplasma gondii IgA	10	"$2,100.00 "	"$2,436.00 "
3532	Proteínas Totales en Líquido Cefalorraquídeo	0	$91.38 	$106.00 
3564	"Dexametasona, Prueba de supresión"	4	$862.93 	"$1,001.00 "
3564	Prueba de Supresión con Dexametasona	4	$862.93 	"$1,001.00 "
3603	Factor VIII C Inhibidor	Favor de comunicarse para solicitar información.		
3606	CD-4	2	"$1,319.83 "	"$1,531.00 "
3606	Linfocitos CD-4	2	"$1,319.83 "	"$1,531.00 "
3622	CD-8	4	"$1,319.83 "	"$1,531.00 "
3622	Linfocitos CD-8	4	"$1,319.83 "	"$1,531.00 "
3635	Perfil Hormonal Masculino Completo con Andrógenos	2	$823.28 	$955.00 
3684	Perfil Hormonal Masculino Básico	0	$369.83 	$429.00 
3689	Perfil de Hierro II	0	$189.66 	$220.00 
4004	Osmolaridad Urinaria de 24 horas	2	$212.93 	$247.00 
4047	Alfa 2 Macroglobulina	3	"$1,048.28 "	"$1,216.00 "
4054	Plomo en Orina	9	$413.79 	$480.00 
4070	Quantiferon TB Gold	Favor de comunicarse para solicitar información.		
4086	Biometría Química	0	$425.00 	$493.00 
4104	Citología (Papanicolaou) de Líquido Peritoneal	5	$295.69 	$343.00 
4104	Papanicolaou de Líquido Peritoneal	5	$295.69 	$343.00 
4117	Gota Gruesa (Plasmodium SP.)	0	$68.10 	$79.00 
4126	Relación BUN/Creatinina	0	$40.52 	$47.00 
4127	"Albumina/Globulina, Relación"	0	$118.97 	$138.00 
4127	Relación Albumina/Globulina	0	$118.97 	$138.00 
4151	Prueba de paternidad (para uso particular)	12	"$11,656.03 "	"$13,521.00 "
4306	Anticuerpos Anti-DNA Nativo Cuantitativo (IFI)	3	$476.72 	$553.00 
4321	"Electrolitos  (Na, K, Cl, Ca)"	0	$144.83 	$168.00 
4326	Ac. Anti-Chikungunya IgG e IgM	Favor de comunicarse para solicitar información.		
4326	"Chikungunya, Anticuerpos IgG e IgM"	Favor de comunicarse para solicitar información.		
4332	Ac. Anti-Citomegalovirus (CMV) IgG e IgM	1	$335.34 	$389.00 
4332	"Citomegalovirus (CMV) IgG e IgM, Anticuerpos"	1	$335.34 	$389.00 
4362	Lisozima	Favor de comunicarse para solicitar información.		
4442	Ésteres de Colesterol	1	$383.62 	$445.00 
4443	Estradiol en Orina de 24 horas	0	$105.17 	$122.00 
4449	Noradrenalina en Orina de 24 horas	10	$538.79 	$625.00 
4450	"Citomegalovirus (CMV), Cualitativa por PCR"	Favor de comunicarse para solicitar información.		
4450	PCR Cualitativa para Citomegalovirus (CMV)	Favor de comunicarse para solicitar información.		
4454	Perfil Bioquímico de 19 Elementos	0	$331.90 	$385.00 
4454	Química Sanguínea de 19 Elementos 	0	$331.90 	$385.00 
4458	Perfil de Lupus Actividad	3	$618.97 	$718.00 
4459	Perfil de Lupus I	3	$951.72 	"$1,104.00 "
4460	Perfil de Marcadores Tumorales de Tiroides	3	$571.55 	$663.00 
4462	Perfil de Marcadores Tumorales Gastrointestinal	3	$905.17 	"$1,050.00 "
4465	Perfil Hormonal Femenino Básico	0	$347.41 	$403.00 
4466	Perfil Hormonal Femenino Básico con H. del Crecimiento	0	$817.24 	$948.00 
4567	Perfil de Marcadores Tumorales Femenino	0	$698.28 	$810.00 
4579	Fósforo en Orina	0	$44.83 	$52.00 
4580	Magnesio en Orina	0	$72.41 	$84.00 
4603	Urea en Orina	0	$32.76 	$38.00 
4609	"Electrolitos (Na, Cl, K y P)"	0	$144.83 	$168.00 
4610	Perfil de Lupus III	3	"$1,539.66 "	"$1,786.00 "
5006	Análisis Químico de Cálculo	12	$637.93 	$740.00 
5033	Ac. Anti-Dengue IgG e IgM + Ag. NS1	0	$895.69 	"$1,039.00 "
5033	Dengue Virus Ac. IgG e IgM + Ag. NS1	0	$895.69 	"$1,039.00 "
5033	"Perfil Dengue Duo, Ac. IgG e IgM + Ag. NS1"	0	$895.69 	"$1,039.00 "
5033	Virus del Dengue Ac. IgG e IgM + Ag. NS1	0	$895.69 	"$1,039.00 "
5055	Detección del Virus del Zika por PCR	Favor de comunicarse para solicitar información.		
5055	"Zika Virus, Detección por PCR"	Favor de comunicarse para solicitar información.		
5058	Citratos en Orina	2	$198.28 	$230.00 
5063	Influenza Tipo A y B (Prueba rápida) 	0	$692.24 	$803.00 
5096	"Dengue Virus, Detección por PCR"	Favor de comunicarse para solicitar información.		
5096	PCR para detección del Dengue	Favor de comunicarse para solicitar información.		
5096	"Virus del Dengue, Detección por PCR"	Favor de comunicarse para solicitar información.		
5100	Capacidad no saturada de fijación del hierro (UIBC)	0	$106.03 	$123.00 
5138	"CD16, CD19 y CD56"	2	"$1,357.76 "	"$1,575.00 "
5138	"Linfocitos CD16, CD19 y CD56"	2	"$1,357.76 "	"$1,575.00 "
5191	Ac. Anti-Zika IgG e IgM	6	$806.90 	$936.00 
5191	"Zika Virus IgG e IgM, Anticuerpos"	6	$806.90 	$936.00 
5287	Cultivo de Mycobacterium en Expectoración	50	"$1,611.21 "	"$1,869.00 "
5287	"Mycobacterium en Expectoración, Cultivo de"	50	"$1,611.21 "	"$1,869.00 "
5315	Genotipificación de VPH	7	"$1,051.72 "	"$1,220.00 "
5315	"VPH, Genotipificación"	7	"$1,051.72 "	"$1,220.00 "
5324	Detección de VPH de alto riesgo por PCR paciente Masculino	7	"$1,156.90 "	"$1,342.00 "
5324	"Virus del Papiloma Humano (VPH) alto riesgo paciente Masculino, Detección de"	7	"$1,156.90 "	"$1,342.00 "
5324	"VPH alto riesgo paciente Masculino, Detección de"	7	"$1,156.90 "	"$1,342.00 "
5325	Detección de VPH de alto riesgo por PCR paciente Femenino	7	"$1,156.90 "	"$1,342.00 "
5325	"Virus del Papiloma Humano (VPH) alto riesgo paciente Femenino, Detección de"	7	"$1,156.90 "	"$1,342.00 "
5325	"VPH alto riesgo paciente Femenino, Detección de"	7	"$1,156.90 "	"$1,342.00 "
5329	Identificación y Antibiograma de Levaduras	5	$489.66 	$568.00 
5338	Chlamydia Trachomatis y Neisseria Gonorrhoeae por PCR	5	$793.10 	$920.00 
5338	Detección de Chlamydia Trachomatis y Neisseria Gonorrhoeae por PCR	5	$793.10 	$920.00 
5475	Ac.Anti-Toxoide tetánico IgG	15	$992.24 	"$1,151.00 "
